tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
48,60.45,2817.03,Month-to-month,No,No,Bank transfer,1,0,Yes,0
1,26.84,25.39,Month-to-month,Yes,DSL,Mailed check,4,0,Yes,1
16,98.38,1504.27,Month-to-month,No,DSL,Credit card,2,0,No,1
61,48.58,2801.99,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,0
64,63.28,4005.52,Two year,No,Fiber optic,Credit card,3,0,Yes,0
63,88.54,5331.89,Two year,No,No,Bank transfer,1,0,Yes,0
69,53.25,3646.06,Month-to-month,Yes,No,Electronic check,3,0,No,1
22,25.66,536.89,Month-to-month,No,Fiber optic,Credit card,0,0,No,0
67,57.39,3573.12,Month-to-month,Yes,DSL,Credit card,6,0,No,1
26,114.44,2783.66,Two year,No,Fiber optic,Bank transfer,3,1,Yes,1
16,84.17,1282.36,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,0
51,87.15,4235.75,One year,No,Fiber optic,Electronic check,1,0,Yes,1
57,83.23,4595.78,Month-to-month,No,DSL,Mailed check,1,0,Yes,1
29,39.9,1067.37,One year,Yes,Fiber optic,Electronic check,1,0,Yes,0
69,61.83,4120.72,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
47,95.09,4370.28,One year,Yes,Fiber optic,Electronic check,0,0,No,0
62,30.14,1808.25,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
69,47.79,3126.64,One year,No,No,Credit card,2,0,Yes,0
16,47.63,761.45,Month-to-month,No,Fiber optic,Electronic check,1,1,No,1
48,63.2,2853.04,One year,Yes,DSL,Bank transfer,5,0,No,0
39,118.04,4192.27,Two year,No,No,Bank transfer,4,0,Yes,0
33,26.75,866.99,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
23,71.87,1522.79,Two year,Yes,DSL,Bank transfer,1,0,No,0
10,37.94,368.52,One year,Yes,Fiber optic,Credit card,3,1,Yes,0
69,117.07,7414.62,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,0
34,31.33,960.5,Month-to-month,No,No,Electronic check,2,0,Yes,0
52,60.36,2875.0,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,0
10,93.79,879.47,One year,No,Fiber optic,Credit card,6,0,No,1
19,90.46,1565.19,One year,Yes,DSL,Mailed check,1,0,No,0
58,62.27,3321.89,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,0
1,54.65,53.36,Month-to-month,No,No,Electronic check,0,0,No,1
69,59.76,4028.55,Two year,No,No,Credit card,0,0,No,0
4,46.43,182.33,Two year,No,DSL,Mailed check,2,0,No,0
16,40.53,638.18,Month-to-month,No,DSL,Bank transfer,4,1,Yes,1
24,68.3,1544.2,Two year,No,DSL,Mailed check,1,0,Yes,0
2,46.85,92.46,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,1
32,48.75,1486.05,Month-to-month,Yes,Fiber optic,Electronic check,2,0,Yes,0
24,85.68,1947.46,Two year,No,Fiber optic,Electronic check,0,1,Yes,1
12,116.85,1362.73,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,1
50,80.36,3702.11,Month-to-month,No,No,Bank transfer,2,0,Yes,0
35,27.7,949.09,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,0
33,27.56,857.59,Two year,Yes,DSL,Credit card,1,0,No,0
33,115.14,3468.03,Two year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
61,49.73,2766.37,Month-to-month,No,No,Electronic check,3,0,No,1
51,29.21,1365.31,Month-to-month,No,Fiber optic,Bank transfer,1,1,No,0
43,79.9,3398.1,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,0
12,82.36,987.42,One year,Yes,Fiber optic,Mailed check,3,0,Yes,0
67,84.85,5319.39,Month-to-month,No,No,Electronic check,1,0,No,1
65,46.74,2823.05,One year,No,Fiber optic,Credit card,2,0,Yes,0
33,21.51,654.38,Month-to-month,Yes,DSL,Electronic check,2,0,No,0
40,116.5,4577.9,Month-to-month,No,No,Electronic check,0,1,No,1
43,45.09,1785.55,Month-to-month,Yes,No,Mailed check,4,1,Yes,0
44,87.6,3825.14,Month-to-month,Yes,DSL,Mailed check,3,1,Yes,0
29,90.66,2541.68,Two year,No,Fiber optic,Bank transfer,3,0,Yes,0
13,81.0,1042.17,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
12,51.29,588.03,Month-to-month,No,DSL,Credit card,3,0,No,1
46,47.11,2100.03,Month-to-month,No,No,Mailed check,1,0,No,1
2,79.77,153.47,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,1
35,106.61,3668.36,Month-to-month,No,No,Bank transfer,1,0,Yes,1
8,114.67,902.3,Month-to-month,No,DSL,Mailed check,3,0,Yes,0
26,30.59,762.71,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,1
34,35.48,1161.99,One year,No,DSL,Bank transfer,2,0,Yes,1
7,114.47,795.03,Month-to-month,Yes,Fiber optic,Credit card,4,1,Yes,1
68,93.65,6323.54,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,No,0
58,108.3,6070.5,Two year,No,Fiber optic,Credit card,1,0,Yes,1
29,40.26,1051.69,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
36,78.76,2581.43,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
21,90.11,1865.43,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,1
36,88.01,2878.36,Month-to-month,Yes,DSL,Electronic check,1,1,No,0
10,60.82,560.37,One year,Yes,Fiber optic,Credit card,1,1,Yes,0
24,21.54,477.18,Month-to-month,No,Fiber optic,Bank transfer,0,1,Yes,0
64,78.29,4810.26,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
49,45.31,2126.19,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
36,65.03,2174.73,Month-to-month,No,DSL,Credit card,2,0,Yes,0
24,115.76,2558.1,One year,Yes,DSL,Bank transfer,2,0,Yes,0
23,59.9,1345.26,Month-to-month,No,DSL,Electronic check,1,0,No,0
62,103.98,6405.15,One year,No,No,Credit card,4,0,Yes,0
37,38.85,1301.3,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
12,87.25,956.24,One year,No,DSL,Bank transfer,1,0,Yes,0
55,117.7,6241.85,Month-to-month,Yes,DSL,Mailed check,0,0,No,0
13,30.19,384.79,Two year,Yes,No,Mailed check,1,0,Yes,0
23,20.83,469.09,Month-to-month,No,Fiber optic,Credit card,0,1,Yes,1
30,63.36,1847.52,Two year,Yes,Fiber optic,Credit card,1,0,No,0
17,29.26,491.82,Month-to-month,No,Fiber optic,Electronic check,1,1,Yes,1
62,94.84,5419.87,One year,No,DSL,Credit card,3,0,Yes,0
13,111.45,1319.51,Month-to-month,Yes,No,Electronic check,2,0,Yes,1
59,63.4,3596.72,Two year,No,Fiber optic,Electronic check,2,0,Yes,0
19,45.87,856.04,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,1
49,63.44,2978.64,Month-to-month,Yes,No,Credit card,1,0,Yes,1
12,92.34,1103.98,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
61,20.91,1249.43,Month-to-month,No,DSL,Electronic check,1,1,No,1
19,78.95,1455.17,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
9,81.33,663.18,Two year,No,DSL,Credit card,1,0,Yes,1
71,83.77,5416.98,Two year,No,DSL,Mailed check,1,0,Yes,0
28,44.2,1210.97,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
52,91.41,4372.22,Two year,No,DSL,Mailed check,1,0,Yes,0
16,29.14,420.96,Month-to-month,No,No,Credit card,0,0,No,1
69,39.93,2730.58,Month-to-month,Yes,No,Bank transfer,3,0,Yes,1
12,107.75,1278.88,One year,No,DSL,Credit card,2,0,Yes,1
25,93.87,2163.35,One year,No,Fiber optic,Credit card,2,0,No,0
52,21.37,1086.82,Two year,No,No,Bank transfer,3,0,No,0
53,44.84,2150.27,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
23,41.44,884.98,One year,No,Fiber optic,Bank transfer,1,0,No,0
16,47.08,724.93,Month-to-month,No,DSL,Credit card,3,0,No,0
57,44.76,2490.9,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,0
39,26.25,922.44,Month-to-month,No,Fiber optic,Mailed check,5,0,No,1
53,65.89,3256.87,Two year,No,No,Electronic check,0,0,No,0
42,93.27,3609.57,Two year,Yes,DSL,Credit card,1,0,No,0
58,80.67,4678.29,One year,No,No,Credit card,1,0,Yes,0
39,87.29,3292.3,Month-to-month,No,DSL,Credit card,2,0,No,1
14,28.11,370.15,Month-to-month,No,No,Electronic check,2,0,Yes,0
5,115.15,522.53,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
35,103.85,3488.88,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,0
18,100.51,1744.36,Month-to-month,Yes,Fiber optic,Mailed check,3,0,Yes,1
9,102.3,903.8,One year,No,DSL,Credit card,1,0,Yes,0
58,113.27,6102.28,Month-to-month,No,DSL,Credit card,5,0,No,1
17,74.43,1262.96,Month-to-month,Yes,DSL,Mailed check,1,0,No,0
7,40.03,264.5,Month-to-month,No,DSL,Mailed check,3,0,Yes,1
46,81.68,3492.75,Month-to-month,No,DSL,Mailed check,3,0,No,1
13,94.29,1145.9,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
40,93.79,3571.37,Two year,Yes,Fiber optic,Electronic check,1,0,Yes,0
42,72.14,3010.7,One year,No,DSL,Credit card,1,0,Yes,0
9,26.85,235.25,Two year,No,No,Mailed check,1,0,No,0
50,57.11,2734.74,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
27,112.08,2772.81,Month-to-month,Yes,No,Credit card,3,0,Yes,0
66,78.44,4736.66,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
5,73.83,350.77,Two year,No,DSL,Electronic check,0,0,No,0
29,46.89,1322.92,One year,No,Fiber optic,Mailed check,0,0,No,0
37,56.84,2050.72,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
38,109.53,3839.95,Month-to-month,Yes,DSL,Electronic check,4,0,Yes,1
8,86.65,630.82,Month-to-month,No,DSL,Bank transfer,0,0,No,0
65,98.74,6023.04,One year,No,DSL,Bank transfer,0,0,No,0
17,65.43,1103.21,Two year,No,DSL,Credit card,1,0,Yes,0
71,83.02,5626.44,One year,No,Fiber optic,Credit card,3,0,No,0
45,44.84,1880.61,Month-to-month,No,Fiber optic,Mailed check,2,1,No,1
4,90.55,337.7,Month-to-month,Yes,DSL,Mailed check,1,1,Yes,0
36,62.76,2063.27,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
70,64.25,4260.58,Month-to-month,Yes,Fiber optic,Electronic check,1,1,Yes,0
31,84.93,2577.9,Month-to-month,Yes,DSL,Credit card,2,0,No,1
19,113.63,2152.18,One year,No,DSL,Mailed check,1,0,Yes,0
61,26.4,1530.14,One year,No,DSL,Mailed check,1,0,Yes,0
54,102.47,5072.57,Month-to-month,No,Fiber optic,Electronic check,2,0,No,1
39,49.24,1859.48,Two year,No,DSL,Credit card,1,0,No,0
19,64.39,1193.66,Month-to-month,No,Fiber optic,Mailed check,1,1,Yes,1
39,22.19,785.07,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,0
67,50.1,3306.4,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
45,70.26,3107.74,Month-to-month,Yes,DSL,Bank transfer,0,0,No,0
13,25.62,315.49,Month-to-month,No,DSL,Bank transfer,3,1,No,1
58,69.11,3832.18,Month-to-month,No,Fiber optic,Bank transfer,1,1,Yes,0
20,112.71,2189.6,Month-to-month,No,No,Mailed check,1,0,Yes,0
61,30.54,1802.72,Two year,Yes,Fiber optic,Electronic check,2,1,No,0
39,96.44,3391.26,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,Yes,0
1,60.97,55.62,Month-to-month,Yes,Fiber optic,Mailed check,3,1,No,0
3,85.52,235.08,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,1
62,46.02,2783.53,One year,No,No,Bank transfer,4,0,No,0
63,35.95,2138.04,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
25,36.05,860.29,Two year,Yes,No,Electronic check,1,0,Yes,0
56,27.05,1480.37,Month-to-month,Yes,Fiber optic,Electronic check,2,0,Yes,1
33,38.56,1188.62,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
38,86.42,3201.5,One year,Yes,DSL,Credit card,1,0,Yes,0
6,108.17,612.82,Month-to-month,No,Fiber optic,Electronic check,2,1,Yes,1
58,101.41,5515.45,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
44,88.51,3634.7,Month-to-month,Yes,DSL,Electronic check,1,0,No,1
45,31.04,1391.9,One year,No,DSL,Credit card,1,0,No,0
32,48.92,1529.74,Month-to-month,No,No,Credit card,4,1,Yes,1
45,50.98,2069.32,Month-to-month,Yes,Fiber optic,Mailed check,3,0,No,1
61,45.0,2733.31,Two year,No,Fiber optic,Bank transfer,2,1,Yes,0
47,71.5,3285.04,Month-to-month,No,DSL,Credit card,4,1,Yes,1
21,73.56,1413.33,Two year,No,Fiber optic,Electronic check,2,0,Yes,1
36,55.69,1819.66,One year,No,Fiber optic,Bank transfer,3,0,Yes,0
19,55.38,979.43,Month-to-month,Yes,Fiber optic,Credit card,3,0,Yes,0
20,102.86,1979.89,Month-to-month,No,Fiber optic,Bank transfer,3,1,Yes,1
57,98.93,5422.78,Month-to-month,No,Fiber optic,Mailed check,4,0,No,1
18,50.78,847.85,One year,No,Fiber optic,Credit card,1,0,Yes,0
47,111.38,4944.68,One year,Yes,DSL,Electronic check,3,0,Yes,0
49,115.28,5203.54,One year,No,No,Electronic check,1,0,Yes,0
14,52.67,667.37,Two year,No,Fiber optic,Mailed check,4,0,No,0
15,55.44,791.43,One year,No,DSL,Mailed check,0,0,Yes,0
31,70.56,2044.52,Month-to-month,Yes,Fiber optic,Mailed check,4,0,Yes,0
1,114.11,108.89,Month-to-month,No,No,Mailed check,4,0,Yes,1
54,107.63,5780.93,Two year,No,DSL,Mailed check,2,1,No,0
3,30.26,83.0,Month-to-month,No,DSL,Credit card,0,0,Yes,0
16,59.27,853.67,Month-to-month,No,Fiber optic,Credit card,0,1,Yes,0
57,75.34,3897.96,One year,No,DSL,Bank transfer,2,0,Yes,0
12,70.31,798.39,Month-to-month,No,Fiber optic,Mailed check,0,0,No,1
16,39.39,611.77,Two year,No,DSL,Electronic check,2,0,Yes,0
24,105.88,2434.59,One year,No,Fiber optic,Electronic check,2,1,No,1
28,87.69,2331.3,Month-to-month,No,DSL,Mailed check,1,1,Yes,1
8,103.79,776.68,Two year,Yes,DSL,Mailed check,1,0,No,1
36,105.88,3548.66,Month-to-month,No,No,Mailed check,0,0,Yes,1
8,94.84,711.4,Month-to-month,No,Fiber optic,Mailed check,2,0,No,1
58,63.92,3563.38,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,0
60,81.05,4458.28,Month-to-month,No,DSL,Electronic check,2,1,Yes,0
50,36.04,1760.8,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,0
28,87.36,2342.18,Month-to-month,No,Fiber optic,Mailed check,1,1,No,1
41,37.93,1441.47,Month-to-month,Yes,No,Mailed check,1,0,No,0
64,89.39,5435.57,Month-to-month,No,No,Mailed check,1,0,Yes,1
27,42.96,1155.6,One year,Yes,Fiber optic,Credit card,1,0,No,0
63,31.76,1804.89,Two year,Yes,Fiber optic,Electronic check,2,0,Yes,0
17,36.53,571.3,Month-to-month,No,Fiber optic,Electronic check,2,0,No,1
33,20.2,629.83,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
29,91.87,2567.9,Month-to-month,No,DSL,Credit card,0,0,Yes,0
13,93.24,1116.63,Month-to-month,Yes,DSL,Credit card,4,0,Yes,1
46,71.49,3265.98,One year,Yes,DSL,Credit card,3,0,No,0
35,36.14,1219.69,One year,No,DSL,Bank transfer,2,0,No,0
6,28.36,168.07,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
69,21.91,1410.4,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,Yes,0
47,36.57,1689.39,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,0
25,109.09,2557.67,One year,No,Fiber optic,Electronic check,2,0,Yes,0
66,44.15,2696.16,Month-to-month,No,DSL,Credit card,1,0,Yes,1
10,55.43,549.4,Two year,No,DSL,Bank transfer,0,0,Yes,0
56,30.53,1554.48,One year,Yes,Fiber optic,Credit card,2,1,Yes,0
30,42.24,1259.96,Month-to-month,No,DSL,Mailed check,3,0,No,1
5,71.92,340.13,One year,No,Fiber optic,Credit card,1,0,No,0
33,80.78,2663.77,Two year,Yes,No,Credit card,1,0,Yes,0
65,44.54,2761.81,One year,No,DSL,Electronic check,1,0,No,1
18,25.77,452.61,Month-to-month,No,DSL,Electronic check,1,0,Yes,0
49,59.1,2608.36,Month-to-month,No,Fiber optic,Electronic check,2,0,No,0
11,43.42,453.58,Two year,Yes,No,Mailed check,3,0,Yes,0
26,41.96,1062.32,One year,Yes,Fiber optic,Electronic check,2,0,No,0
63,115.99,7148.67,One year,Yes,No,Mailed check,1,0,Yes,0
59,81.63,4410.67,Two year,No,DSL,Bank transfer,2,0,Yes,0
27,75.69,1924.89,Two year,No,No,Electronic check,2,0,No,0
49,61.58,2842.13,Two year,Yes,DSL,Credit card,0,0,Yes,0
33,62.89,1889.34,Month-to-month,No,DSL,Credit card,1,1,Yes,0
1,74.09,69.96,Month-to-month,No,No,Mailed check,3,0,No,1
21,89.64,1846.13,One year,No,No,Electronic check,2,0,No,0
55,90.21,4614.33,One year,No,DSL,Credit card,3,1,Yes,0
6,37.17,210.37,One year,No,DSL,Bank transfer,2,0,Yes,1
69,70.01,4811.83,Month-to-month,No,DSL,Electronic check,0,0,Yes,0
5,61.2,276.37,One year,No,DSL,Bank transfer,1,1,No,0
3,107.05,308.03,One year,Yes,DSL,Credit card,4,1,Yes,0
53,83.14,4293.37,Month-to-month,Yes,No,Electronic check,2,0,No,1
23,73.25,1644.46,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,1
53,31.54,1624.14,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
37,80.56,2899.18,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,Yes,0
17,31.72,488.5,Month-to-month,Yes,Fiber optic,Electronic check,3,0,Yes,1
1,53.72,51.22,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
51,34.28,1710.34,Month-to-month,Yes,Fiber optic,Bank transfer,1,1,Yes,0
45,89.21,3650.77,One year,Yes,DSL,Mailed check,2,0,No,0
4,40.63,146.46,One year,Yes,Fiber optic,Mailed check,0,1,Yes,0
62,59.19,3601.73,Two year,No,Fiber optic,Credit card,3,0,Yes,0
65,109.57,6917.14,Month-to-month,Yes,No,Mailed check,0,0,Yes,0
32,40.43,1217.71,Month-to-month,No,No,Mailed check,2,0,No,0
34,70.78,2392.18,Two year,No,Fiber optic,Credit card,1,0,No,0
39,61.93,2358.9,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,0
26,21.81,565.24,Two year,No,DSL,Credit card,2,1,No,0
34,99.28,3351.66,Two year,No,Fiber optic,Credit card,1,0,Yes,0
54,26.9,1377.25,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,No,0
3,67.43,197.33,Two year,Yes,DSL,Bank transfer,2,0,No,0
50,76.07,3677.68,Month-to-month,Yes,Fiber optic,Credit card,0,0,No,0
12,82.84,975.34,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
65,88.86,5653.27,One year,Yes,DSL,Electronic check,2,0,No,0
54,45.33,2240.55,Month-to-month,Yes,No,Electronic check,2,0,No,0
5,21.0,96.95,Two year,No,DSL,Electronic check,2,0,Yes,0
57,92.34,4876.91,Month-to-month,No,No,Mailed check,0,1,Yes,1
17,73.57,1227.99,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,No,0
47,103.61,4777.51,One year,No,DSL,Bank transfer,2,0,No,0
23,102.14,2230.66,One year,Yes,Fiber optic,Electronic check,1,0,Yes,0
14,104.33,1399.4,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,0
66,68.51,4443.4,Month-to-month,No,Fiber optic,Bank transfer,3,0,No,1
51,53.36,2534.29,Two year,Yes,Fiber optic,Mailed check,2,0,No,0
38,99.16,3410.18,Month-to-month,Yes,Fiber optic,Electronic check,3,0,Yes,1
64,65.13,3952.65,Two year,No,Fiber optic,Credit card,2,0,Yes,0
38,38.34,1444.35,One year,No,No,Electronic check,2,0,Yes,0
50,105.5,5164.47,One year,No,DSL,Bank transfer,1,0,Yes,0
30,108.26,3042.09,One year,Yes,Fiber optic,Bank transfer,0,1,No,0
51,66.63,3080.33,Month-to-month,No,DSL,Electronic check,1,1,No,0
63,27.57,1673.85,One year,No,Fiber optic,Electronic check,2,0,Yes,0
52,58.78,3005.97,Two year,No,Fiber optic,Credit card,3,0,Yes,0
38,100.35,3685.53,Month-to-month,No,DSL,Credit card,2,0,No,0
30,110.18,3115.36,Two year,No,DSL,Mailed check,3,0,Yes,1
51,40.35,1877.45,Month-to-month,Yes,DSL,Mailed check,1,1,Yes,0
5,26.7,132.31,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
29,107.74,2898.24,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
4,58.94,217.47,Two year,No,No,Mailed check,2,0,Yes,0
10,74.18,728.15,Month-to-month,No,Fiber optic,Electronic check,0,0,No,1
56,116.81,6529.08,Two year,No,DSL,Credit card,1,0,Yes,1
17,26.66,437.82,Two year,No,No,Electronic check,0,0,Yes,0
17,84.83,1388.0,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,1
69,27.41,1762.57,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
34,57.55,1765.02,One year,No,DSL,Electronic check,2,0,Yes,0
6,100.38,553.6,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
53,63.35,3218.02,One year,Yes,No,Mailed check,0,0,No,0
66,119.72,7230.93,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,0
43,75.91,3226.21,Month-to-month,No,DSL,Mailed check,0,0,Yes,1
23,52.12,1101.44,One year,No,Fiber optic,Electronic check,0,1,Yes,1
55,42.01,2200.13,Month-to-month,No,No,Mailed check,1,0,Yes,1
16,55.05,837.82,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,0
8,57.25,439.86,Month-to-month,Yes,Fiber optic,Mailed check,3,0,Yes,1
4,26.87,100.25,Month-to-month,No,No,Bank transfer,0,0,No,1
4,56.96,224.96,Month-to-month,Yes,DSL,Credit card,3,1,Yes,0
56,66.42,3512.83,Two year,Yes,Fiber optic,Electronic check,1,0,Yes,0
25,92.27,2237.58,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,Yes,1
67,85.67,5530.91,Month-to-month,Yes,Fiber optic,Credit card,2,1,Yes,0
67,90.88,5551.4,One year,No,Fiber optic,Electronic check,3,0,No,1
27,20.84,541.45,Month-to-month,Yes,DSL,Credit card,2,0,Yes,0
32,41.77,1276.59,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
50,86.17,4264.81,Two year,Yes,DSL,Electronic check,1,0,No,1
61,68.4,4122.7,One year,No,Fiber optic,Credit card,0,0,Yes,0
51,20.53,958.13,One year,Yes,DSL,Bank transfer,1,0,Yes,0
19,100.45,1733.29,One year,No,DSL,Credit card,1,0,No,1
21,97.28,1898.77,Month-to-month,No,No,Electronic check,3,1,No,1
5,74.84,373.7,One year,Yes,Fiber optic,Electronic check,1,0,Yes,0
42,26.65,1009.78,Month-to-month,No,No,Electronic check,1,0,Yes,0
61,96.65,5702.8,Month-to-month,No,DSL,Bank transfer,1,0,No,1
22,78.37,1656.64,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,1
21,98.2,1989.32,Month-to-month,Yes,DSL,Credit card,1,0,Yes,0
70,95.17,6141.13,Month-to-month,No,Fiber optic,Bank transfer,3,1,Yes,1
1,100.3,92.54,Two year,No,Fiber optic,Electronic check,3,0,Yes,0
5,71.8,338.56,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
12,34.03,371.44,Month-to-month,Yes,No,Electronic check,2,0,Yes,1
46,87.12,3636.67,Month-to-month,No,DSL,Mailed check,0,0,No,1
34,82.05,2535.38,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,0
49,94.23,4420.1,One year,No,No,Bank transfer,2,0,Yes,0
45,36.99,1564.3,Month-to-month,No,No,Mailed check,2,0,Yes,0
27,39.5,991.16,Month-to-month,No,No,Bank transfer,0,0,No,1
26,109.04,2641.07,Month-to-month,Yes,DSL,Mailed check,0,0,Yes,0
47,95.0,4111.05,One year,Yes,DSL,Credit card,2,0,Yes,0
56,110.82,5840.7,Month-to-month,No,DSL,Mailed check,0,1,Yes,1
63,95.87,5558.47,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
48,79.72,3711.02,Month-to-month,Yes,Fiber optic,Mailed check,1,0,No,1
61,85.41,4753.58,Month-to-month,No,DSL,Credit card,3,0,Yes,0
26,108.91,2817.0,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
36,77.88,2548.49,One year,No,DSL,Credit card,0,1,No,0
1,83.24,82.77,One year,No,DSL,Mailed check,3,0,Yes,1
8,35.65,280.45,Two year,No,Fiber optic,Electronic check,1,1,Yes,0
52,67.39,3392.39,Month-to-month,Yes,Fiber optic,Credit card,3,0,Yes,1
47,91.64,4269.31,Month-to-month,No,No,Electronic check,3,0,No,0
56,47.09,2410.05,Month-to-month,No,DSL,Credit card,2,0,Yes,1
14,40.23,516.83,Two year,No,Fiber optic,Credit card,1,0,Yes,1
28,51.38,1331.05,One year,No,DSL,Mailed check,2,0,Yes,0
2,44.15,81.63,One year,No,DSL,Bank transfer,2,1,Yes,0
26,41.49,1004.4,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,No,1
14,62.49,837.73,Month-to-month,Yes,No,Mailed check,1,0,No,0
59,110.78,5900.83,Month-to-month,No,DSL,Credit card,2,0,No,0
56,70.71,3715.15,One year,Yes,DSL,Bank transfer,1,0,No,0
7,38.79,251.07,Two year,Yes,Fiber optic,Bank transfer,3,0,No,0
3,27.7,79.83,Two year,No,DSL,Bank transfer,1,0,Yes,0
23,89.62,2058.2,Month-to-month,No,No,Mailed check,0,0,Yes,1
18,58.28,998.44,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,0
38,102.18,3659.84,Two year,No,DSL,Electronic check,2,0,Yes,0
15,85.95,1207.8,One year,No,Fiber optic,Electronic check,1,0,Yes,1
64,99.62,6238.57,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,0
28,47.19,1198.7,Month-to-month,No,DSL,Electronic check,0,1,Yes,1
39,89.24,3466.36,Month-to-month,No,Fiber optic,Bank transfer,1,1,Yes,1
57,46.41,2491.39,Month-to-month,Yes,DSL,Bank transfer,2,0,No,1
17,113.91,1803.57,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,0
44,83.64,3670.62,One year,No,DSL,Bank transfer,2,0,Yes,0
25,52.45,1302.84,Month-to-month,No,No,Mailed check,3,0,No,0
17,46.95,769.57,Month-to-month,No,Fiber optic,Credit card,4,1,Yes,0
13,39.09,458.29,Month-to-month,No,DSL,Bank transfer,3,0,Yes,0
25,89.46,2180.26,Two year,No,No,Credit card,2,1,Yes,0
68,41.87,2657.98,One year,No,DSL,Credit card,0,0,No,0
10,79.53,746.65,Month-to-month,Yes,Fiber optic,Electronic check,4,0,No,1
